TIME,TEMPERATURE,RAINFALL,WINDSPEED,HUMIDITY,SNOWFALL
2015031022,-1.8,,1.7,54,
2015031023,-1.9,,1.4,56,
2015031100,-1.8,,1.2,58,
2015031101,-2.3,,1.2,63,
2015031102,-2.5,,1.4,69,
2015031103,-2.7,,0.9,74,
2015031104,-2.4,,1.9,75,
2015031105,-2.5,,1.4,76,
2015031106,-2.5,,1.5,77,
2015031107,-3,,1.4,78,
2015031108,-1.7,,1,72,
2015031109,0.6,,3.4,57,
2015031110,2.8,,3.1,37,
2015031111,5.1,,2.5,43,
2015031112,6.1,,3.6,40,
2015031113,6.4,,2.7,46,
2015031114,7.2,,3,49,
2015031115,7.9,0,2.8,44,
2015031116,7.4,,2.8,44,
2015031117,6.7,,3.3,44,
2015031118,5.7,,3.8,49,
2015031119,4.6,,3.5,52,
2015031120,3.5,,3.6,37,
2015031121,2.4,,3.8,35,
2015031122,1.2,,2.7,43,
2015031123,-0.1,,2.8,51,
2015031200,-0.9,,1.1,54,
2015031201,-1.2,,1,56,
2015031202,-1.8,,0.9,62,
2015031203,-1.6,,1.6,63,
2015031204,-1.9,,1.9,64,
2015031205,-1.9,,1.9,66,
2015031206,-2.5,,1.4,70,
2015031207,-2.4,,1.6,71,
2015031208,-0.9,,1.7,65,
2015031209,1.5,,2.2,53,
2015031210,3.6,,1.5,35,
2015031211,5.2,,2,30,
2015031212,6.5,,1.1,29,
2015031213,7.9,,2.7,32,
2015031214,8.8,,3.6,31,
2015031215,10,,2.6,24,
2015031216,10,,2.5,18,
2015031217,8.7,,2.8,18,
2015031218,6.6,,2.2,21,
2015031219,5.3,,1.7,26,
2015031220,4.6,,2.1,29,
2015031221,4.1,,3.2,33,
2015031222,4.3,,2.2,33,
2015031223,4.7,,2.7,35,
2015031300,4.8,,2.3,41,
2015031301,4.9,,1.7,52,
2015031302,5.6,,2.1,61,
2015031303,5.7,,1.4,69,
2015031304,5.8,,1.7,69,
2015031305,5,,3.4,77,
2015031306,5.3,0.2,2.4,81,
2015031307,5.4,,2,84,
2015031308,5.4,,2.4,86,
2015031309,5.2,0.7,1.1,89,
2015031310,5.7,,2.8,90,
2015031311,6.9,,2.1,85,
2015031312,8.4,0,3.1,77,
2015031313,10.5,,2.4,41,
2015031314,12.1,,3.1,36,
2015031315,12.3,,2.7,32,
2015031316,11.9,,1.9,35,
2015031317,11.1,,1.7,33,
2015031318,9.5,,1.4,21,
2015031319,7.7,,1.6,24,
2015031320,6,,0.9,26,
2015031321,4.8,,1.4,28,
2015031322,3.5,,1.9,34,
2015031323,2.7,,1.3,36,
2015031400,1.9,,0.7,39,
2015031401,0.9,,0.5,47,
2015031402,0.7,,0.8,49,
2015031403,-0.7,,0.1,60,
2015031404,-1.4,,1,60,
2015031405,-1.6,,1.3,65,
2015031406,-2.5,,0.7,71,
2015031407,-2.8,,0.1,77,
2015031408,-1.1,,0.3,71,
2015031409,2.4,,0.9,60,
2015031410,6.1,,1.5,40,
2015031411,7.9,,2.3,31,
2015031412,9.1,,2.6,26,
2015031413,10.6,,1.9,25,
2015031414,11.5,,2.8,25,
2015031415,11.9,,1.1,21,
2015031416,11.9,,1.4,21,
2015031417,11.4,,0.8,24,
2015031418,10.1,,2,29,
2015031419,8.5,,1.2,38,
2015031420,7.2,,1.8,40,
2015031421,6.1,,1.7,44,
2015031422,4.8,,0.7,49,
2015031423,3.9,,0.7,52,
2015031500,3.3,,0.6,57,
2015031501,2.1,,0.5,61,
2015031502,1.3,,0.4,67,
2015031503,0.5,,0.5,69,
2015031504,0,,0.4,72,
2015031505,-0.6,,0.7,74,
2015031506,-1,,0.8,77,
2015031507,-1.6,,0.7,79,
2015031508,-0.5,,0.2,77,
2015031509,1.8,,0.3,68,
2015031510,5.5,,0.5,54,
2015031511,7.7,,1.5,42,
2015031512,10.4,,2.1,33,
2015031513,13,,2.1,27,
2015031514,14.9,,2.5,23,
2015031515,15,,2.8,19,
2015031516,15.5,,1,19,
2015031517,15.4,,0.9,22,
2015031518,13.5,,1.1,26,
2015031519,12,,1.2,29,
2015031520,9.6,,0.5,36,
2015031521,8.9,,2.2,37,
2015031522,7.6,,1.7,42,
2015031523,6.5,,1.2,45,
2015031600,5.3,,1.3,52,
2015031601,4.1,,1,58,
2015031602,3.5,,0.5,61,
2015031603,3.1,,1,63,
2015031604,2.4,,0.1,66,
2015031605,1.6,,1.1,70,
2015031606,1.1,,1.7,71,
2015031607,0.8,,0.4,71,
2015031608,1.9,,0.3,71,
2015031609,4.6,,0.4,64,
2015031610,7.6,,1.4,49,
2015031611,11.2,,1.5,38,
2015031612,14.9,,1.9,32,
2015031613,15.8,,1.3,31,
2015031614,18.3,,1.9,22,
2015031615,19.2,,1.6,19,
2015031616,19.7,,0.8,17,
2015031617,20,,1.7,14,
2015031618,18.4,,1.8,17,
2015031619,16.3,,0.5,20,
2015031620,14.4,,1.1,25,
2015031621,12.6,,1.2,30,
2015031622,11.1,,0.2,36,
2015031623,9.6,,0.1,42,
2015031700,8.6,,0.4,47,
2015031701,7.5,,0.2,52,
2015031702,6.9,,1.1,55,
2015031703,6.1,,1.1,57,
2015031704,5.4,,0.6,59,
2015031705,5.1,,0.9,63,
2015031706,4.4,,0.3,66,
2015031707,4.1,,0.3,69,
2015031708,5,,0.2,67,
2015031709,7.6,,0.8,61,
2015031710,10.8,,1,49,
2015031711,15.2,,0.4,36,
2015031712,18.4,,2,33,
2015031713,19.2,,1.9,30,
2015031714,19.8,,1.8,28,
2015031715,20.2,,1,23,
2015031716,20.4,,0.6,22,
2015031717,20.1,,1.6,25,
2015031718,18.9,,2.6,30,
2015031719,17.2,,0.7,28,
2015031720,15.8,,0.4,29,
2015031721,15.4,,0.8,31,
2015031722,14.1,,1.3,37,
2015031723,13.2,,0.6,39,
2015031800,12.7,,0.2,41,
2015031801,12.3,,1.2,42,
2015031802,11.8,,1.1,46,
2015031803,11.5,,0.5,48,
2015031804,11.2,,0.4,55,
2015031805,10.5,,0.9,69,
2015031806,8.9,1.3,0.8,89,
2015031807,8.6,,0.6,93,
2015031808,8.7,,0.8,96,
2015031809,9.7,3.7,1.3,94,
2015031810,9.5,,6,95,
2015031811,9.6,,3.4,96,
2015031812,9.3,7.5,5.4,94,
2015031813,9.2,,3.1,95,
2015031814,9,,2.8,95,
2015031815,8.9,17.5,2.1,98,
2015031816,8.9,,2.3,98,
2015031817,9.2,,1.9,98,
2015031818,9.2,7.3,1,98,
2015031819,9.3,,3.6,96,
2015031820,9.8,,3.7,88,
2015031821,10.1,0.1,4,85,
2015031822,9.9,,2.7,85,
2015031823,9.9,,4,87,
2015031900,9.7,,1.3,87,
2015031901,9.7,,3,85,
2015031902,9.4,,1.3,87,
2015031903,9.1,,1,90,
2015031904,8.6,,2.1,93,
2015031905,8.2,,2.1,93,
2015031906,7.9,,1.4,92,
2015031907,7.5,,0.3,91,
2015031908,8.3,,0.3,89,
2015031909,10.4,,0.7,80,
2015031910,13.5,,0.4,73,
2015031911,15.3,,1.9,66,
2015031912,17,,1.7,60,
2015031913,18.9,,1,52,
2015031914,20.4,,1.3,48,
2015031915,20.5,,1.6,49,
2015031916,21.1,,1,44,
2015031917,21.1,,1.5,44,
2015031918,19.2,,1.5,45,
2015031919,17.2,,1.4,49,
2015031920,16.1,,1.8,71,
2015031921,14.7,,1.3,74,
2015031922,13.2,,1.9,62,
2015031923,11.9,,0.7,56,
2015032000,11.2,,0.4,56,
2015032001,10.8,,0,59,
2015032002,10.2,,1,67,
2015032003,10,,0.5,70,
2015032004,9.7,,0.3,75,
2015032005,9.3,,0.6,77,
2015032006,9.1,,0.4,78,
2015032007,9.1,,0.4,82,
2015032008,9.2,,0.5,83,
2015032009,10,,0.3,83,
2015032010,11.3,,0.5,77,
2015032011,14.9,,1.5,63,
2015032012,17.4,,2.3,49,
2015032013,19,,2.1,28,
2015032014,20.1,,1.5,26,
2015032015,21,,1.6,20,
2015032016,21.2,,2.9,15,
2015032017,20.7,,1.3,17,
2015032018,19.4,,0.5,19,
2015032019,17.2,,1,27,
2015032020,15.5,,0.8,33,
2015032021,14.4,,0.4,28,
2015032022,13.6,,0.1,29,
2015032023,12.7,,1.4,55,
2015032100,10.9,,0.5,45,
2015032101,9.9,,0.4,53,
2015032102,9.2,,0.7,53,
2015032103,8.2,,1.1,59,
2015032104,7.3,,1.1,62,
2015032105,6.7,,0.4,70,
2015032106,5.9,,0.8,71,
2015032107,5.2,,0.4,76,
2015032108,6.2,,0.6,74,
2015032109,8.6,,0.8,70,
2015032110,12.7,,0.7,55,
2015032111,15.6,,2.4,34,
2015032112,17.7,,2.1,24,
2015032113,18.6,,3.7,23,
2015032114,19.1,,3.7,21,
2015032115,19.2,,3.8,29,
2015032116,18.7,,3.8,31,
2015032117,18.3,,1.9,30,
2015032118,16.9,,1.8,24,
2015032119,15.1,,2,27,
2015032120,13.7,,1.8,41,
2015032121,12.4,,0.9,45,
2015032122,11.7,,1.8,44,
2015032123,10.9,,2,43,
2015032200,10.5,,2.3,46,
2015032201,9.7,,1,69,
2015032202,8.8,,1.9,86,
2015032203,8.5,,2,86,
2015032204,7.6,,0.9,79,
2015032205,6.5,,0.4,85,
2015032206,6,,0.4,87,
2015032207,5.8,,0.9,92,
2015032208,6.5,,1.4,91,
2015032209,8.5,,1.2,80,
2015032210,11.2,,1.2,60,
2015032211,14.3,,0.9,42,
2015032212,15.1,,4.9,26,
2015032213,16.2,,3.1,27,
2015032214,16.5,,5.2,19,
2015032215,16.9,,4.9,18,
2015032216,16.3,,5.3,13,
2015032217,15.5,,4.7,10,
2015032218,13,,5,10,
2015032219,10.9,,3.1,18,
2015032220,8.8,,2.4,34,
2015032221,6.8,,2.2,40,
2015032222,5.5,,2.4,35,
2015032223,4.4,,2.9,40,
2015032300,3.1,,1.5,44,
2015032301,2.4,,0.8,44,
2015032302,1.4,,0.5,45,
2015032303,1.5,,1,44,
2015032304,1,,1.1,46,
2015032305,0.2,,1.4,52,
2015032306,-0.2,,1.4,53,
2015032307,-0.4,,0.4,52,
2015032308,2.1,,0.7,41,
2015032309,4.7,,0.7,31,
2015032310,7.3,,2.4,21,
2015032311,8.2,,3.2,21,
2015032312,9.7,,4.3,19,
2015032313,10.3,,4.9,17,
2015032314,10.9,,5.5,18,
2015032315,11,,4.7,20,
2015032316,11.1,,4.6,22,
2015032317,10.4,,4.4,31,
2015032318,8.3,,4.4,37,
2015032319,6.8,,2.3,47,
2015032320,5.5,,2.4,49,
2015032321,4.7,,3,48,
2015032322,4.1,,1.6,47,
2015032323,3.4,,1.6,48,
2015032400,2.5,,0.8,53,
2015032401,2,,0.4,53,
2015032402,1.5,,0.7,54,
2015032403,0.7,,1,60,
2015032404,0.2,,0.2,64,
2015032405,-0.5,,0,69,
2015032406,-0.9,,0.4,72,
2015032407,-1.4,,1.2,74,
2015032408,0.4,,0.1,69,
2015032409,3.7,,0.9,55,
2015032410,7,,1.4,41,
2015032411,8.6,,2.2,25,
2015032412,10.4,,2.2,26,
2015032413,11.4,,2.4,23,
2015032414,12.3,,2.5,23,
2015032415,13,,1.8,16,
2015032416,13.6,,1.8,18,
2015032417,12,,2.6,29,
2015032418,10.5,,2.1,31,
2015032419,8.9,,1,37,
2015032420,7,,1.7,43,
2015032421,5.5,,0.6,44,
2015032422,4.3,,0.5,47,
2015032423,3.5,,1.5,54,
2015032500,2.9,,1.7,57,
2015032501,1.6,,0.8,63,
2015032502,0.7,,1,68,
2015032503,-0.1,,1.1,72,
2015032504,-0.9,,0,75,
2015032505,-1.5,,0.6,77,
2015032506,-1.8,,0.4,79,
2015032507,-2.1,,0.8,80,
2015032508,-0.1,,0.4,73,
2015032509,3.7,,0.6,62,
2015032510,7.1,,1.4,45,
2015032511,10,,1.2,33,
2015032512,11.7,,2.1,23,
2015032513,12.9,,2.2,17,
2015032514,14.2,,1.3,19,
2015032515,15,,1.5,19,
2015032516,15.2,,1.5,15,
2015032517,15.1,,2.1,13,
2015032518,13.3,,1.8,17,
2015032519,11.6,,1.9,28,
2015032520,9.5,,1.6,37,
2015032521,7.8,,0.6,33,
2015032522,6.6,,0.7,30,
2015032523,5.6,,0.2,44,
2015032600,4.5,,1.4,45,
2015032601,3.6,,0.4,50,
2015032602,2.7,,1.1,56,
2015032603,2,,0.9,59,
2015032604,1.3,,0.3,64,
2015032605,0.5,,1.1,66,
2015032606,-0.2,,0.6,69,
2015032607,-0.6,,0.9,72,
2015032608,1.9,,0.3,67,
2015032609,5.5,,0.8,52,
2015032610,8.6,,1.5,29,
2015032611,12.1,,2.4,28,
2015032612,13.9,,2.1,25,
2015032613,16,,2.3,21,
2015032614,16.5,,1.1,18,
2015032615,17.2,,2.7,18,
2015032616,17.3,,2.3,18,
2015032617,16.8,,2.6,20,
2015032618,14.7,,2.1,24,
2015032619,12.6,,1.5,25,
2015032620,10.7,,1.2,28,
2015032621,9.3,,0.8,33,
2015032622,8.2,,0.7,39,
2015032623,6.7,,1.2,43,
2015032700,5.9,,0.8,44,
2015032701,4.7,,0.5,43,
2015032702,4.2,,0.8,53,
2015032703,3,,1.2,59,
2015032704,2.1,,1.4,62,
2015032705,1.4,,1,72,
2015032706,0.8,,0.5,71,
2015032707,0.4,,0.6,75,
2015032708,2.5,,0.4,70,
2015032709,6.1,,1.2,57,
2015032710,9.9,,1.9,40,
2015032711,13.3,,1.2,27,
2015032712,15.2,,2.1,26,
2015032713,16.5,,1.1,23,
2015032714,17.2,,1.5,23,
2015032715,17.8,,1.7,19,
2015032716,18.5,,2.4,20,
2015032717,18.2,,1.3,20,
2015032718,16.2,,2.7,26,
2015032719,13.3,,1.6,26,
2015032720,11.1,,0.6,26,
2015032721,10.4,,0.9,26,
2015032722,9,,0.7,30,
2015032723,7.6,,1.1,39,
2015032800,6.1,,0.5,43,
2015032801,5.3,,1.1,48,
2015032802,4.4,,0.5,52,
2015032803,3.2,,0.2,58,
2015032804,2.4,,0.1,61,
2015032805,1.9,,1,65,
2015032806,1.2,,0.2,69,
2015032807,0.6,,0.1,70,
2015032808,2.8,,0.5,69,
2015032809,6.4,,0.3,58,
2015032810,10.4,,1.4,45,
2015032811,13.9,,1,29,
2015032812,16.1,,1.2,23,
2015032813,18,,1.4,15,
2015032814,18.7,,2.3,12,
2015032815,19.5,,4.6,20,
2015032816,18.5,,3.7,26,
2015032817,17.3,,2.4,37,
2015032818,15.9,,1.6,34,
2015032819,14.5,,1.2,21,
2015032820,12.6,,3.5,23,
2015032821,11.9,0,2.6,29,
2015032822,11.2,,4.7,26,
2015032823,10.8,,1.7,26,
2015032900,10.5,,2.7,27,
2015032901,10.1,,2.6,25,
2015032902,9.6,,2.4,27,
2015032903,9.2,,2.9,36,
2015032904,8.9,,0.2,37,
2015032905,8.6,,0.2,40,
2015032906,8.6,0,1,43,
2015032907,8.5,,0.1,46,
2015032908,9,,0.6,46,
2015032909,9.5,,0,45,
2015032910,10.7,,1,45,
2015032911,12.2,,1.2,43,
2015032912,15,,1.5,48,
2015032913,16.9,,1.4,44,
2015032914,17.7,,1.3,43,
2015032915,19,,1.4,40,
2015032916,19.4,,1.3,40,
2015032917,19.6,,1.4,40,
2015032918,18.3,,1.8,44,
2015032919,16.4,,1.9,55,
2015032920,14.5,,1.3,61,
2015032921,13.3,,1,66,
2015032922,12.3,,1,71,
2015032923,11.3,,0.1,74,
2015033000,10.4,,0.6,78,
2015033001,9.6,,0.5,82,
2015033002,8.8,,0.7,84,
2015033003,8.2,,0.6,88,
2015033004,7.4,,1.5,89,
2015033005,6.9,,0.4,91,
2015033006,6.4,,0.7,92,
2015033007,6.2,,0.3,93,
2015033008,7.5,,0.1,90,
2015033009,10.7,,0.9,76,
2015033010,14.2,,0.4,61,
2015033011,18,,1.7,48,
2015033012,21,,2.4,36,
2015033013,21.5,,2.3,35,
2015033014,22.6,,2.1,31,
2015033015,23.2,,2.6,31,
2015033016,22.5,,2.1,33,
2015033017,21.8,,2.2,35,
2015033018,20.5,,2.2,38,
2015033019,18,,1.9,33,
2015033020,16.3,,0.7,52,
2015033021,15.5,,1.2,62,
2015033022,14.8,,1,64,
2015033023,13.8,,1.3,67,
2015033100,12.8,,1.7,74,
2015033101,11.8,,1.3,74,
2015033102,11.3,,0.1,79,
2015033103,10.5,,0.7,83,
2015033104,9.5,,1.2,85,
2015033105,9.2,,0,89,
2015033106,9.3,,0.8,88,
2015033107,9.6,,0,86,
2015033108,10.7,,0,85,
2015033109,11.6,0,0.2,85,
2015033110,11.8,,0.4,89,
2015033111,12.6,,0.2,90,
2015033112,13.3,0.4,0.7,93,
2015033113,13.2,,3.1,95,
2015033114,12.9,,1.9,96,
2015033115,12.9,2.1,1.7,97,
2015033116,13,,0.1,98,
2015033117,13.1,,2.9,98,
2015033118,13.2,3,0.7,97,
2015033119,13.2,,1.3,99,
2015033120,13.2,,0.4,99,
2015033121,13.2,0,1,99,
2015033122,13.2,,1.2,99,
2015033123,13.2,,0.6,99,
2015040100,13.2,,0.6,99,
2015040101,13.2,0,0.6,99,
2015040102,13.1,0.2,0.4,99,
2015040103,13.1,0.1,0.1,99,
2015040104,13.1,0.1,0.1,99,
2015040105,13.2,0,0,99,
2015040106,13.2,0.1,0.7,99,
2015040107,13.2,0,1,99,
2015040108,13.3,0,0.1,99,
2015040109,13.4,0,0.7,99,
2015040110,13.6,0.1,0.8,99,
2015040111,13.8,,1.6,99,
2015040112,13.1,,1.8,96,
2015040113,13.9,,1.4,93,
2015040114,12.1,,3,88,
2015040115,11.2,,3.1,89,
2015040116,11.7,,3.5,86,
2015040117,10.9,,4.8,85,
2015040118,10.7,,5.6,83,
2015040119,10.5,,4.2,82,
2015040120,10.2,,5,81,
2015040121,10.2,,5.7,81,
2015040122,10.2,,3.7,81,
2015040123,10.2,,5,81,
2015040200,10.1,,4.8,83,
2015040201,9.9,,4.8,84,
2015040202,9.9,,4.9,83,
2015040203,9.9,,4.8,83,
2015040204,9.8,,4.5,84,
2015040205,9.8,,4.9,84,
2015040206,9.3,,4.1,86,
2015040207,9.5,,5.2,85,
2015040208,10.9,,5.6,80,
2015040209,12.9,,4.9,73,
2015040210,14.3,,4.6,71,
2015040211,16,,6.4,66,
2015040212,17.2,,7.6,64,
2015040213,18.5,,6.9,61,
2015040214,19.1,,8,60,
2015040215,18.9,,5.5,61,
2015040216,18.1,0.1,5.1,69,
2015040217,17.8,,4.1,69,
2015040218,17.9,,1.5,72,
2015040219,20.8,,3.4,76,
2015040220,22.9,,6.4,69,
2015040221,23.1,,5.5,70,
2015040222,22.4,,8.4,74,
2015040223,20.6,,4.8,87,
2015040300,19.6,4.1,5.4,95,
2015040301,18.5,6.8,3.1,98,
2015040302,18,3.3,3.3,93,
2015040303,14.7,2.4,3.4,93,
2015040304,14.3,0,0.7,96,
2015040305,12.6,0.2,4.1,97,
2015040306,11.7,,2.9,99,
2015040307,11.1,0.3,1.1,99,
2015040308,10.8,0,1,97,
2015040309,10.2,,2.6,95,
2015040310,10.1,,3.8,94,
2015040311,10,,2.8,92,
2015040312,11.1,,3.7,89,
2015040313,12.1,,3,83,
2015040314,12.8,,1.4,81,
2015040315,13.3,,0.5,78,
2015040316,14.2,,0.5,75,
2015040317,14.4,,1.9,75,
2015040318,13.8,,1.3,75,
2015040319,12.4,,1.8,80,
2015040320,11.7,,1.8,82,
2015040321,10.7,,1.1,87,
2015040322,10.2,,1.1,91,
2015040323,9.5,,1.6,94,
2015040400,10.6,,1,91,
2015040401,12.3,,5.5,85,
2015040402,11.5,,3.6,80,
2015040403,10.3,,2.4,75,
2015040404,9.4,,2.2,74,
2015040405,8.8,,3.3,74,
2015040406,8.6,,3.8,74,
2015040407,8.8,,3.5,74,
2015040408,10.7,,4.6,67,
2015040409,12.7,,5.8,60,
2015040410,14.7,,4,55,
2015040411,16.7,,5.1,52,
2015040412,17.9,,5.2,49,
2015040413,16.6,,2.8,53,
2015040414,15.9,0,1.5,54,
2015040415,15.5,,0.6,56,
2015040416,13.3,1.3,1,86,
2015040417,12,2.1,3.6,93,
2015040418,11.6,1.3,4.4,94,
2015040419,11.4,0.3,3.6,94,
2015040420,11.2,0,4.7,94,
2015040421,10.5,0.9,3.5,95,
2015040422,9.9,1.7,3.1,97,
2015040423,9.6,4.3,0.6,98,
2015040500,9.1,1.6,1.1,98,
2015040501,8.9,0.9,1.1,99,
2015040502,8.7,0.5,1.7,99,
2015040503,8.5,0.5,3.1,98,
2015040504,8.2,0.6,3.9,99,
2015040505,8.2,0,3.5,98,
2015040506,8.3,,2.8,97,
2015040507,8.6,,2.5,96,
2015040508,9,,2.4,94,
2015040509,9.7,,2.3,93,
2015040510,10.1,,1.7,92,
2015040511,10.5,,0.6,91,
2015040512,10.8,,1,92,
2015040513,11,0,0.8,93,
2015040514,11,0.1,1.5,98,
2015040515,11.5,0.1,0.7,97,
2015040516,11.6,0,1.7,97,
2015040517,11.6,0.1,1.1,97,
2015040518,11.6,,0.2,97,
2015040519,11.3,0,0.7,99,
2015040520,11.2,0.1,1.3,99,
2015040521,11.3,,0.3,99,
2015040522,11.3,0.1,0.2,99,
2015040523,11.3,0.1,0.3,99,
2015040600,11.2,0,0.2,99,
2015040601,11.2,0.3,0.5,99,
2015040602,11.1,0,0.3,99,
2015040603,11,0.1,0.9,99,
2015040604,10.9,0.1,1.4,99,
2015040605,10.9,0,1.4,99,
2015040606,10.7,,1.8,98,
2015040607,10.3,,1.3,96,
2015040608,10.4,,0.9,95,
2015040609,11.1,,1.2,90,
2015040610,11,0.1,1.8,90,
2015040611,11.2,0.3,0.8,92,
2015040612,11.1,0.7,1.7,94,
2015040613,11.6,0.4,1.4,89,
2015040614,11.9,0.1,0.7,88,
2015040615,12.1,0,1,80,
2015040616,11.9,,0.8,83,
2015040617,12.3,,0.4,75,
2015040618,12.1,,0.6,79,
2015040619,10.4,,1.8,71,
2015040620,9,,1.8,66,
2015040621,8.1,,1.9,70,
2015040622,7.5,,0.9,73,
2015040623,7.2,,0.9,79,
2015040700,6.7,,1,79,
2015040701,5.9,,0.4,85,
2015040702,5.3,,0.3,86,
2015040703,4.8,,0.8,86,
2015040704,4.5,,0.3,91,
2015040705,5,,1,91,
2015040706,5.1,,0.2,90,
2015040707,5.3,,0.6,88,
2015040708,5.7,,0.3,82,
2015040709,6.2,,0.2,82,
2015040710,7.5,,0.5,77,
2015040711,9.6,,2.5,74,
2015040712,10.3,,3.5,75,
2015040713,11,,3.4,72,
2015040714,11.8,,1.5,69,
2015040715,12.8,,2.8,65,
2015040716,12.1,,3.7,65,
2015040717,12.5,,2.8,65,
2015040718,10.6,,4.2,69,
2015040719,9.7,,4,73,
2015040720,8.9,0,2.8,80,
2015040721,8.5,0,2,82,
2015040722,8.3,0,2,83,
2015040723,8.1,,2.4,82,
2015040800,7.9,,2.7,82,
2015040801,7.6,,2.7,82,
2015040802,7.4,,2.9,82,
2015040803,7.3,,1.7,82,
2015040804,7.1,,3,83,
2015040805,6.8,,3.5,83,
2015040806,6.7,,2.2,85,
2015040807,6.6,,3.1,84,
2015040808,7,,3.1,83,
2015040809,7.8,0,2.7,82,
2015040810,9,,2.3,77,
2015040811,9.7,,2.4,72,
2015040812,11.1,,1.6,64,
2015040813,13.3,,2.7,59,
2015040814,12.9,,1.4,50,
2015040815,13.3,,1.9,52,
2015040816,13.2,,0.7,49,
2015040817,13.2,,0.8,47,
2015040818,12.7,,0.7,53,
2015040819,11.9,,2.5,61,
2015040820,11,,2.3,67,
2015040821,9.8,,1.1,72,
2015040822,8.5,,0.5,75,
2015040823,7.6,,0.8,77,
2015040900,6.8,,1.2,80,
2015040901,6.8,,0.7,77,
2015040902,6.7,,0.3,81,
2015040903,6.1,,0.9,86,
2015040904,6.2,,1.1,85,
2015040905,5.9,,0.7,87,
2015040906,5.4,,0.1,89,
2015040907,5.5,,0.4,91,
2015040908,6.9,,0.6,86,
2015040909,8.9,,2.3,77,
2015040910,10.9,,0.9,60,
2015040911,13,,1.3,53,
2015040912,13.3,,1.4,51,
2015040913,14.8,,2.9,46,
2015040914,15.2,,1.1,41,
2015040915,16,,0.9,38,
2015040916,16.4,,2.1,40,
2015040917,16.1,,2.1,42,
2015040918,15.2,,1.9,44,
2015040919,13.3,,2.9,52,
2015040920,11.6,,1.6,61,
2015040921,10.4,,0.8,65,
2015040922,9.3,,0.9,68,
2015040923,8.2,,1.6,68,
2015041000,7.4,,0.1,70,
2015041001,6.9,,1.1,75,
2015041002,6.2,,0.5,79,
2015041003,5.7,,1.2,83,
2015041004,5.2,,0.9,83,
2015041005,4.8,,0.1,84,
2015041006,4.3,,1,88,
2015041007,4.1,,1.3,88,
2015041008,5.9,,0.1,80,
2015041009,8.6,,1.3,70,
2015041010,11.6,,1.3,56,
2015041011,14.5,,1,45,
2015041012,16.1,,2.5,38,
2015041013,17.5,,1.9,32,
2015041014,18.3,,1.6,28,
2015041015,18.7,,2.6,25,
2015041016,18.9,,1.9,27,
2015041017,18.4,,1.8,29,
2015041018,17.2,,1.7,36,
2015041019,15,,1.9,41,
2015041020,13.3,,1.4,44,
2015041021,12.1,,1.6,46,
2015041022,11.2,,1.9,45,
2015041023,10.6,,1.7,45,
2015041100,9.4,,1.7,51,
2015041101,8.3,,0.8,54,
2015041102,7.8,,0.2,60,
2015041103,6.8,,1,66,
2015041104,6.2,,0.7,71,
2015041105,5.3,,0.6,74,
2015041106,4.8,,0.1,78,
2015041107,4.6,,0,80,
2015041108,6.8,,0.2,73,
2015041109,10.1,,1.3,62,
2015041110,13.3,,1.6,48,
2015041111,16.1,,1,40,
2015041112,19,,1,35,
2015041113,20.4,,2.4,24,
2015041114,21.2,,2,20,
2015041115,21.8,,1.2,20,
2015041116,22,,0.9,21,
2015041117,21.5,,0.9,21,
2015041118,20.4,,2.1,20,
2015041119,17.6,,0.6,24,
2015041120,15.8,,2,32,
2015041121,14.3,,1.5,36,
2015041122,12.7,,1.1,43,
2015041123,12.1,,1,47,
2015041200,11.5,,2.5,53,
2015041201,10.1,,0.2,56,
2015041202,8.9,,1.8,62,
2015041203,8.1,,0.2,63,
2015041204,7.5,,1.4,70,
2015041205,6.8,,0.4,73,
2015041206,6.5,,0.3,75,
2015041207,6.8,,0.8,78,
2015041208,8.8,,0.6,72,
2015041209,12,,0.8,58,
2015041210,14.8,,2.4,37,
2015041211,16.6,,1.8,24,
2015041212,17.7,,3.3,23,
2015041213,18,,5.3,21,
2015041214,17.8,,4.6,24,
2015041215,17.5,,5.4,28,
2015041216,17.9,,5.2,26,
2015041217,16.7,,6.2,26,
2015041218,16.1,,3.7,26,
2015041219,15.3,,4.8,33,
2015041220,14.5,,4,37,
2015041221,13.7,,4.2,45,
2015041222,13,,4.5,50,
2015041223,12.5,,2.7,53,
2015041300,12.1,,4.2,55,
2015041301,11.7,,3.4,57,
2015041302,11.5,,3.9,56,
2015041303,11.3,,3.5,57,
2015041304,11.1,,5.3,63,
2015041305,10.6,,4.6,66,
2015041306,10.2,0,3.8,69,
2015041307,10.2,0,3.3,69,
2015041308,11.4,,3.6,67,
2015041309,11.2,,5.5,67,
2015041310,11.6,,4.4,67,
2015041311,12.3,,7.2,64,
2015041312,12.7,,6,65,
2015041313,13.1,0,5.2,64,
2015041314,12.3,0.1,4.2,75,
2015041315,11.3,0.6,2.5,83,
2015041316,11,0.1,1.4,86,
2015041317,11,0.1,1.3,89,
2015041318,10.8,0.2,1,91,
2015041319,10.6,0,1.2,90,
2015041320,10.4,0,1.7,90,
2015041321,10.2,0,1.6,84,
2015041322,9.6,0.3,1.3,90,
2015041323,9.3,0,2.7,85,
2015041400,8.8,0.1,1.2,90,
2015041401,8.7,0,1.9,93,
2015041402,8.4,0.2,0.7,94,
2015041403,7.9,1.9,0.6,97,
2015041404,7.7,0.8,0.5,96,
